Назив на отворениот инвестиционен фонд,Датум на пресметка на документот за удел,Датум на вреднување,Дневна последна продажна цена на документот за удел,Дневна просечна продажна цена на документот за удел,Дневна откупна цена на документот за удел
Иново Статус Солар,2026-06-19 00:00:00,18.6.2026,74.0808,74.0808,74.0808
Граве Флекс Бонд Евро,2026-06-19 00:00:00,18.6.2026,119.4633,119.4633,119.4633
ВФП Етикс Акции,2026-06-19 00:00:00,18.6.2026,125.4094,125.4094,125.4094
НЛБ Обврзници,2026-06-19 00:00:00,18.6.2026,107.0278,107.0278,107.0278
Опфолио Паричен Фонд,2026-06-19 00:00:00,18.6.2026,101.249,101.249,101.249
Опфолио прогресивен фонд,2026-06-18 00:00:00,17.6.2026,89.4279,89.4279,89.4279
Опфолио Паричен Фонд,2026-06-18 00:00:00,17.6.2026,101.2444,101.2444,101.2444
Иново Статус Балансиран,2026-06-22 00:00:00,21.6.2026,42.6476,42.6476,42.6476
НЛБ БРИК,2026-06-22 00:00:00,21.6.2026,157.7033,157.7033,157.7033
НЛБ Америка,2026-06-22 00:00:00,21.6.2026,199.1439,199.1439,199.1439
КБ Инвест - Балансиран,2026-06-22 00:00:00,21.6.2026,266.4957,266.4957,266.4957
КБ Инвест - Обврзници,2026-06-22 00:00:00,21.6.2026,161.452,161.452,161.452
КБ Инвест Паричен,2026-06-22 00:00:00,21.6.2026,145.7605,145.7605,145.7605
НЛБ Кеш Депозит,2026-06-22 00:00:00,21.6.2026,136.1517,136.1517,136.1517
НЛБ Топ Брендови,2026-06-22 00:00:00,21.6.2026,204.1939,204.1939,204.1939
ВФП Премиум Акции,2026-06-22 00:00:00,21.6.2026,220.0034,220.0034,220.0034
ВФП Кеш Депозит,2026-06-22 00:00:00,21.6.2026,124.3366,124.3366,124.3366
ВФП БОНД,2026-06-22 00:00:00,21.6.2026,135.0931,135.0931,135.0931
КБ Инвест - МБИ 10,2026-06-22 00:00:00,21.6.2026,422.4517,422.4517,422.4517
Граве Глобал,2026-06-22 00:00:00,21.6.2026,199.0396,199.0396,199.0396
ВФП Дивиденда Акции,2026-06-22 00:00:00,21.6.2026,191.7284,191.7284,191.7284
КБ Инвест - Акции,2026-06-22 00:00:00,21.6.2026,159.2711,159.2711,159.2711
КБ Инвест - Златен фонд,2026-06-22 00:00:00,21.6.2026,211.6281,211.6281,211.6281
ВЕГА ФИНАНСИИ,2026-06-22 00:00:00,21.6.2026,201.6007,201.6007,201.6007
ВЕГА КЕШ,2026-06-22 00:00:00,21.6.2026,112.0827,112.0827,112.0827
Иново Статус Солар,2026-06-22 00:00:00,21.6.2026,75.1181,75.1181,75.1181
Граве Флекс Бонд Евро,2026-06-22 00:00:00,21.6.2026,119.4139,119.4139,119.4139
ВФП Етикс Акции,2026-06-22 00:00:00,21.6.2026,126.3674,126.3674,126.3674
НЛБ Обврзници,2026-06-22 00:00:00,21.6.2026,106.9621,106.9621,106.9621
Опфолио прогресивен фонд,2026-06-22 00:00:00,21.6.2026,90.5938,90.5938,90.5938
Опфолио Паричен Фонд,2026-06-22 00:00:00,21.6.2026,101.2713,101.2713,101.2713
Иново Статус Балансиран,2026-06-22 00:00:00,20.6.2026,42.6511,42.6511,42.6511
НЛБ БРИК,2026-06-22 00:00:00,20.6.2026,157.7174,157.7174,157.7174
НЛБ Америка,2026-06-22 00:00:00,20.6.2026,199.1612,199.1612,199.1612
КБ Инвест - Балансиран,2026-06-22 00:00:00,20.6.2026,266.4973,266.4973,266.4973
КБ Инвест - Обврзници,2026-06-22 00:00:00,20.6.2026,161.4398,161.4398,161.4398
КБ Инвест Паричен,2026-06-22 00:00:00,20.6.2026,145.7526,145.7526,145.7526
НЛБ Кеш Депозит,2026-06-22 00:00:00,20.6.2026,136.1446,136.1446,136.1446
НЛБ Топ Брендови,2026-06-22 00:00:00,20.6.2026,204.2106,204.2106,204.2106
ВФП Премиум Акции,2026-06-22 00:00:00,20.6.2026,220.0172,220.0172,220.0172
ВФП Кеш Депозит,2026-06-22 00:00:00,20.6.2026,124.329,124.329,124.329
ВФП БОНД,2026-06-22 00:00:00,20.6.2026,135.0793,135.0793,135.0793
КБ Инвест - МБИ 10,2026-06-22 00:00:00,20.6.2026,422.4692,422.4692,422.4692
Граве Глобал,2026-06-22 00:00:00,20.6.2026,199.0523,199.0523,199.0523
ВФП Дивиденда Акции,2026-06-22 00:00:00,20.6.2026,191.7404,191.7404,191.7404
КБ Инвест - Акции,2026-06-22 00:00:00,20.6.2026,159.2808,159.2808,159.2808
КБ Инвест - Златен фонд,2026-06-22 00:00:00,20.6.2026,211.642,211.642,211.642
ВЕГА ФИНАНСИИ,2026-06-22 00:00:00,20.6.2026,201.6194,201.6194,201.6194
ВЕГА КЕШ,2026-06-22 00:00:00,20.6.2026,112.0738,112.0738,112.0738
Иново Статус Солар,2026-06-22 00:00:00,20.6.2026,75.1241,75.1241,75.1241
Граве Флекс Бонд Евро,2026-06-22 00:00:00,20.6.2026,119.4069,119.4069,119.4069
ВФП Етикс Акции,2026-06-22 00:00:00,20.6.2026,126.3755,126.3755,126.3755
НЛБ Обврзници,2026-06-22 00:00:00,20.6.2026,106.9527,106.9527,106.9527
Опфолио прогресивен фонд,2026-06-22 00:00:00,20.6.2026,90.6003,90.6003,90.6003
Опфолио Паричен Фонд,2026-06-22 00:00:00,20.6.2026,101.2639,101.2639,101.2639
Иново Статус Балансиран,2026-06-22 00:00:00,19.6.2026,42.6539,42.6539,42.6539
НЛБ БРИК,2026-06-22 00:00:00,19.6.2026,157.7935,157.7935,157.7935
НЛБ Америка,2026-06-22 00:00:00,19.6.2026,199.2441,199.2441,199.2441
КБ Инвест - Балансиран,2026-06-22 00:00:00,19.6.2026,266.4991,266.4991,266.4991
КБ Инвест - Обврзници,2026-06-22 00:00:00,19.6.2026,161.4125,161.4125,161.4125
КБ Инвест Паричен,2026-06-22 00:00:00,19.6.2026,145.7355,145.7355,145.7355
НЛБ Кеш Депозит,2026-06-22 00:00:00,19.6.2026,136.1367,136.1367,136.1367
НЛБ Топ Брендови,2026-06-22 00:00:00,19.6.2026,204.2661,204.2661,204.2661
ВФП Премиум Акции,2026-06-22 00:00:00,19.6.2026,220.107,220.107,220.107
ВФП Кеш Депозит,2026-06-22 00:00:00,19.6.2026,124.3173,124.3173,124.3173
ВФП БОНД,2026-06-22 00:00:00,19.6.2026,135.068,135.068,135.068
КБ Инвест - МБИ 10,2026-06-22 00:00:00,19.6.2026,422.4867,422.4867,422.4867
Граве Глобал,2026-06-22 00:00:00,19.6.2026,199.0352,199.0352,199.0352
ВФП Дивиденда Акции,2026-06-22 00:00:00,19.6.2026,191.8499,191.8499,191.8499
КБ Инвест - Акции,2026-06-22 00:00:00,19.6.2026,159.3261,159.3261,159.3261
КБ Инвест - Златен фонд,2026-06-22 00:00:00,19.6.2026,211.7072,211.7072,211.7072
ВЕГА ФИНАНСИИ,2026-06-22 00:00:00,19.6.2026,201.7131,201.7131,201.7131
ВЕГА КЕШ,2026-06-22 00:00:00,19.6.2026,112.0647,112.0647,112.0647
Иново Статус Солар,2026-06-22 00:00:00,19.6.2026,75.1498,75.1498,75.1498
Граве Флекс Бонд Евро,2026-06-22 00:00:00,19.6.2026,119.3821,119.3821,119.3821
ВФП Етикс Акции,2026-06-22 00:00:00,19.6.2026,126.4411,126.4411,126.4411
НЛБ Обврзници,2026-06-22 00:00:00,19.6.2026,106.9282,106.9282,106.9282
Опфолио прогресивен фонд,2026-06-22 00:00:00,19.6.2026,90.6323,90.6323,90.6323
Опфолио Паричен Фонд,2026-06-22 00:00:00,19.6.2026,101.2565,101.2565,101.2565
Опфолио прогресивен фонд,2026-06-19 00:00:00,18.6.2026,90.2333,90.2333,90.2333
Иново Статус Балансиран,2026-06-23 00:00:00,22.6.2026,42.7388,42.7388,42.7388
НЛБ БРИК,2026-06-23 00:00:00,22.6.2026,158.1567,158.1567,158.1567
НЛБ Америка,2026-06-23 00:00:00,22.6.2026,197.7757,197.7757,197.7757
КБ Инвест - Балансиран,2026-06-23 00:00:00,22.6.2026,266.0961,266.0961,266.0961
КБ Инвест - Обврзници,2026-06-23 00:00:00,22.6.2026,161.4504,161.4504,161.4504
КБ Инвест Паричен,2026-06-23 00:00:00,22.6.2026,145.7708,145.7708,145.7708
НЛБ Кеш Депозит,2026-06-23 00:00:00,22.6.2026,136.1614,136.1614,136.1614
НЛБ Топ Брендови,2026-06-23 00:00:00,22.6.2026,203.2123,203.2123,203.2123
ВФП Премиум Акции,2026-06-23 00:00:00,22.6.2026,220.4958,220.4958,220.4958
ВФП Кеш Депозит,2026-06-23 00:00:00,22.6.2026,124.3454,124.3454,124.3454
ВФП БОНД,2026-06-23 00:00:00,22.6.2026,135.0845,135.0845,135.0845
КБ Инвест - МБИ 10,2026-06-23 00:00:00,22.6.2026,421.3794,421.3794,421.3794
Граве Глобал,2026-06-23 00:00:00,22.6.2026,199.3883,199.3883,199.3883
ВФП Дивиденда Акции,2026-06-23 00:00:00,22.6.2026,192.1773,192.1773,192.1773
КБ Инвест - Акции,2026-06-23 00:00:00,22.6.2026,158.345,158.345,158.345
КБ Инвест - Златен фонд,2026-06-23 00:00:00,22.6.2026,208.4134,208.4134,208.4134
ВЕГА СВЕТ,2026-06-23 00:00:00,22.6.2026,134.4271,134.4271,134.4271
ВЕГА ФИНАНСИИ,2026-06-23 00:00:00,22.6.2026,203.1558,203.1558,203.1558
ВЕГА ТЕХНОЛОГИЈА,2026-06-23 00:00:00,22.6.2026,286.7113,286.7113,286.7113
ВЕГА КЕШ,2026-06-23 00:00:00,22.6.2026,112.0919,112.0919,112.0919
Иново Статус Солар,2026-06-23 00:00:00,22.6.2026,75.2863,75.2863,75.2863
Граве Флекс Бонд Евро,2026-06-23 00:00:00,22.6.2026,119.4365,119.4365,119.4365
ВФП Етикс Акции,2026-06-23 00:00:00,22.6.2026,126.9291,126.9291,126.9291
НЛБ Обврзници,2026-06-23 00:00:00,22.6.2026,106.9764,106.9764,106.9764
Опфолио прогресивен фонд,2026-06-23 00:00:00,22.6.2026,89.1094,89.1094,89.1094
Опфолио Паричен Фонд,2026-06-23 00:00:00,22.6.2026,101.2788,101.2788,101.2788
ВЕГА СВЕТ,2026-06-22 00:00:00,21.6.2026,134.6561,134.6561,134.6561
ВЕГА ТЕХНОЛОГИЈА,2026-06-22 00:00:00,21.6.2026,285.7918,285.7918,285.7918
ВЕГА СВЕТ,2026-06-22 00:00:00,20.6.2026,134.6686,134.6686,134.6686
ВЕГА ТЕХНОЛОГИЈА,2026-06-22 00:00:00,20.6.2026,285.8184,285.8184,285.8184
ВЕГА СВЕТ,2026-06-22 00:00:00,19.6.2026,134.7237,134.7237,134.7237
ВЕГА ТЕХНОЛОГИЈА,2026-06-22 00:00:00,19.6.2026,285.9461,285.9461,285.9461
Иново Статус Балансиран,2026-06-24 00:00:00,23.6.2026,42.6321,42.6321,42.6321
НЛБ БРИК,2026-06-24 00:00:00,23.6.2026,156.0683,156.0683,156.0683
НЛБ Америка,2026-06-24 00:00:00,23.6.2026,196.3126,196.3126,196.3126
КБ Инвест - Балансиран,2026-06-24 00:00:00,23.6.2026,265.2391,265.2391,265.2391
КБ Инвест - Обврзници,2026-06-24 00:00:00,23.6.2026,161.4674,161.4674,161.4674
КБ Инвест Паричен,2026-06-24 00:00:00,23.6.2026,145.7907,145.7907,145.7907
НЛБ Кеш Депозит,2026-06-24 00:00:00,23.6.2026,136.1701,136.1701,136.1701
НЛБ Топ Брендови,2026-06-24 00:00:00,23.6.2026,201.3071,201.3071,201.3071
ВФП Премиум Акции,2026-06-24 00:00:00,23.6.2026,219.3774,219.3774,219.3774
ВФП Кеш Депозит,2026-06-24 00:00:00,23.6.2026,124.3592,124.3592,124.3592
ВФП БОНД,2026-06-24 00:00:00,23.6.2026,134.9916,134.9916,134.9916
КБ Инвест - МБИ 10,2026-06-24 00:00:00,23.6.2026,419.2672,419.2672,419.2672
Граве Глобал,2026-06-24 00:00:00,23.6.2026,197.8621,197.8621,197.8621
ВФП Дивиденда Акции,2026-06-24 00:00:00,23.6.2026,189.3133,189.3133,189.3133
КБ Инвест - Акции,2026-06-24 00:00:00,23.6.2026,157.6445,157.6445,157.6445
КБ Инвест - Златен фонд,2026-06-24 00:00:00,23.6.2026,201.2584,201.2584,201.2584
ВЕГА СВЕТ,2026-06-24 00:00:00,23.6.2026,132.4778,132.4778,132.4778
ВЕГА ФИНАНСИИ,2026-06-24 00:00:00,23.6.2026,202.0535,202.0535,202.0535
ВЕГА ТЕХНОЛОГИЈА,2026-06-24 00:00:00,23.6.2026,276.9544,276.9544,276.9544
ВЕГА КЕШ,2026-06-24 00:00:00,23.6.2026,112.1011,112.1011,112.1011
Иново Статус Солар,2026-06-24 00:00:00,23.6.2026,72.258,72.258,72.258
Граве Флекс Бонд Евро,2026-06-24 00:00:00,23.6.2026,119.5087,119.5087,119.5087
ВФП Етикс Акции,2026-06-24 00:00:00,23.6.2026,124.76,124.76,124.76
НЛБ Обврзници,2026-06-24 00:00:00,23.6.2026,106.972,106.972,106.972
Иново Статус Балансиран,2026-06-25 00:00:00,24.6.2026,42.6279,42.6279,42.6279
НЛБ БРИК,2026-06-25 00:00:00,24.6.2026,157.3375,157.3375,157.3375
НЛБ Америка,2026-06-25 00:00:00,24.6.2026,197.1494,197.1494,197.1494
КБ Инвест - Балансиран,2026-06-25 00:00:00,24.6.2026,265.238,265.238,265.238
КБ Инвест - Обврзници,2026-06-25 00:00:00,24.6.2026,161.861,161.861,161.861
КБ Инвест Паричен,2026-06-25 00:00:00,24.6.2026,145.8352,145.8352,145.8352
НЛБ Кеш Депозит,2026-06-25 00:00:00,24.6.2026,136.1813,136.1813,136.1813
НЛБ Топ Брендови,2026-06-25 00:00:00,24.6.2026,202.1505,202.1505,202.1505
ВФП Премиум Акции,2026-06-25 00:00:00,24.6.2026,220.4645,220.4645,220.4645
ВФП Кеш Депозит,2026-06-25 00:00:00,24.6.2026,124.3836,124.3836,124.3836
ВФП БОНД,2026-06-25 00:00:00,24.6.2026,135.6373,135.6373,135.6373
КБ Инвест - МБИ 10,2026-06-25 00:00:00,24.6.2026,418.0307,418.0307,418.0307
Граве Глобал,2026-06-25 00:00:00,24.6.2026,199.0173,199.0173,199.0173
ВФП Дивиденда Акции,2026-06-25 00:00:00,24.6.2026,190.152,190.152,190.152
КБ Инвест - Акции,2026-06-25 00:00:00,24.6.2026,156.9705,156.9705,156.9705
КБ Инвест - Златен фонд,2026-06-25 00:00:00,24.6.2026,195.0253,195.0253,195.0253
Иново Статус Солар,2026-06-25 00:00:00,24.6.2026,71.9146,71.9146,71.9146
Граве Флекс Бонд Евро,2026-06-25 00:00:00,24.6.2026,119.7197,119.7197,119.7197
ВФП Етикс Акции,2026-06-25 00:00:00,24.6.2026,125.7491,125.7491,125.7491
НЛБ Обврзници,2026-06-25 00:00:00,24.6.2026,107.2286,107.2286,107.2286
Иново Статус Балансиран,2026-06-26 00:00:00,25.6.2026,42.6828,42.6828,42.6828
НЛБ БРИК,2026-06-26 00:00:00,25.6.2026,156.5046,156.5046,156.5046
НЛБ Америка,2026-06-26 00:00:00,25.6.2026,197.148,197.148,197.148
КБ Инвест - Балансиран,2026-06-26 00:00:00,25.6.2026,265.7714,265.7714,265.7714
КБ Инвест - Обврзници,2026-06-26 00:00:00,25.6.2026,162.0444,162.0444,162.0444
КБ Инвест Паричен,2026-06-26 00:00:00,25.6.2026,145.8589,145.8589,145.8589
НЛБ Кеш Депозит,2026-06-26 00:00:00,25.6.2026,136.1927,136.1927,136.1927
НЛБ Топ Брендови,2026-06-26 00:00:00,25.6.2026,202.1087,202.1087,202.1087
ВФП Премиум Акции,2026-06-26 00:00:00,25.6.2026,221.7975,221.7975,221.7975
ВФП Кеш Депозит,2026-06-26 00:00:00,25.6.2026,124.3994,124.3994,124.3994
ВФП БОНД,2026-06-26 00:00:00,25.6.2026,135.9886,135.9886,135.9886
КБ Инвест - МБИ 10,2026-06-26 00:00:00,25.6.2026,416.7356,416.7356,416.7356
Граве Глобал,2026-06-26 00:00:00,25.6.2026,198.0123,198.0123,198.0123
ВФП Дивиденда Акции,2026-06-26 00:00:00,25.6.2026,192.5965,192.5965,192.5965
КБ Инвест - Акции,2026-06-26 00:00:00,25.6.2026,157.5382,157.5382,157.5382
КБ Инвест - Златен фонд,2026-06-26 00:00:00,25.6.2026,197.7532,197.7532,197.7532
ВЕГА СВЕТ,2026-06-26 00:00:00,25.6.2026,133.5999,133.5999,133.5999
ВЕГА ФИНАНСИИ,2026-06-26 00:00:00,25.6.2026,133.5999,133.5999,133.5999
ВЕГА ТЕХНОЛОГИЈА,2026-06-26 00:00:00,25.6.2026,281.1683,281.1683,281.1683
ВЕГА КЕШ,2026-06-26 00:00:00,25.6.2026,112.1203,112.1203,112.1203
Иново Статус Солар,2026-06-26 00:00:00,25.6.2026,72.047,72.047,72.047
Граве Флекс Бонд Евро,2026-06-26 00:00:00,25.6.2026,119.868,119.868,119.868
ВФП Етикс Акции,2026-06-26 00:00:00,25.6.2026,127.8648,127.8648,127.8648
НЛБ Обврзници,2026-06-26 00:00:00,25.6.2026,107.3592,107.3592,107.3592
Опфолио прогресивен фонд,2026-06-26 00:00:00,25.6.2026,88.9299,88.9299,88.9299
Опфолио Паричен Фонд,2026-06-26 00:00:00,25.6.2026,101.3011,101.3011,101.3011
ВЕГА СВЕТ,2026-06-25 00:00:00,24.6.2026,132.6441,132.6441,132.6441
ВЕГА ФИНАНСИИ,2026-06-25 00:00:00,24.6.2026,200.519,200.519,200.519
ВЕГА ТЕХНОЛОГИЈА,2026-06-25 00:00:00,24.6.2026,277.0514,277.0514,277.0514
ВЕГА КЕШ,2026-06-25 00:00:00,24.6.2026,112.1108,112.1108,112.1108
Опфолио прогресивен фонд,2026-06-25 00:00:00,24.6.2026,90.4387,90.4387,90.4387
Опфолио Паричен Фонд,2026-06-25 00:00:00,24.6.2026,101.2937,101.2937,101.2937
Опфолио прогресивен фонд,2026-06-24 00:00:00,23.6.2026,89.5588,89.5588,89.5588
Опфолио Паричен Фонд,2026-06-24 00:00:00,23.6.2026,101.2863,101.2863,101.2863
Иново Статус Балансиран,2026-06-29 00:00:00,28.6.2026,42.673,42.673,42.673
НЛБ БРИК,2026-06-29 00:00:00,28.6.2026,154.8649,154.8649,154.8649
НЛБ Америка,2026-06-29 00:00:00,28.6.2026,196.7949,196.7949,196.7949
КБ Инвест - Балансиран,2026-06-29 00:00:00,28.6.2026,266.0491,266.0491,266.0491
КБ Инвест - Обврзници,2026-06-29 00:00:00,28.6.2026,162.0859,162.0859,162.0859
КБ Инвест Паричен,2026-06-29 00:00:00,28.6.2026,145.8856,145.8856,145.8856
НЛБ Кеш Депозит,2026-06-29 00:00:00,28.6.2026,136.2158,136.2158,136.2158
НЛБ Топ Брендови,2026-06-29 00:00:00,28.6.2026,201.9713,201.9713,201.9713
ВФП Премиум Акции,2026-06-29 00:00:00,28.6.2026,220.5258,220.5258,220.5258
ВФП Кеш Депозит,2026-06-29 00:00:00,28.6.2026,124.4248,124.4248,124.4248
ВФП БОНД,2026-06-29 00:00:00,28.6.2026,135.8351,135.8351,135.8351
КБ Инвест - МБИ 10,2026-06-29 00:00:00,28.6.2026,415.6249,415.6249,415.6249
Граве Глобал,2026-06-29 00:00:00,28.6.2026,197.6467,197.6467,197.6467
ВФП Дивиденда Акции,2026-06-29 00:00:00,28.6.2026,191.5741,191.5741,191.5741
КБ Инвест - Акции,2026-06-29 00:00:00,28.6.2026,157.724,157.724,157.724
КБ Инвест - Златен фонд,2026-06-29 00:00:00,28.6.2026,199.5913,199.5913,199.5913
ВЕГА СВЕТ,2026-06-29 00:00:00,28.6.2026,133.6483,133.6483,133.6483
ВЕГА ФИНАНСИИ,2026-06-29 00:00:00,28.6.2026,199.3789,199.3789,199.3789
ВЕГА ТЕХНОЛОГИЈА,2026-06-29 00:00:00,28.6.2026,276.2532,276.2532,276.2532
ВЕГА КЕШ,2026-06-29 00:00:00,28.6.2026,112.1475,112.1475,112.1475
Иново Статус Солар,2026-06-29 00:00:00,28.6.2026,71.1299,71.1299,71.1299
Граве Флекс Бонд Евро,2026-06-29 00:00:00,28.6.2026,119.9373,119.9373,119.9373
ВФП Етикс Акции,2026-06-29 00:00:00,28.6.2026,127.104,127.104,127.104
НЛБ Обврзници,2026-06-29 00:00:00,28.6.2026,107.456,107.456,107.456
Иново Статус Балансиран,2026-06-29 00:00:00,27.6.2026,42.6764,42.6764,42.6764
НЛБ БРИК,2026-06-29 00:00:00,27.6.2026,154.8788,154.8788,154.8788
НЛБ Америка,2026-06-29 00:00:00,27.6.2026,196.8119,196.8119,196.8119
КБ Инвест - Балансиран,2026-06-29 00:00:00,27.6.2026,266.0509,266.0509,266.0509
КБ Инвест - Обврзници,2026-06-29 00:00:00,27.6.2026,162.0738,162.0738,162.0738
КБ Инвест Паричен,2026-06-29 00:00:00,27.6.2026,145.8778,145.8778,145.8778
НЛБ Кеш Депозит,2026-06-29 00:00:00,27.6.2026,136.2087,136.2087,136.2087
НЛБ Топ Брендови,2026-06-29 00:00:00,27.6.2026,201.9879,201.9879,201.9879
ВФП Премиум Акции,2026-06-29 00:00:00,27.6.2026,220.5396,220.5396,220.5396
ВФП Кеш Депозит,2026-06-29 00:00:00,27.6.2026,124.4169,124.4169,124.4169
